110,90	77
3,38	27
23,66	74
76,110	59
91,93	71
107,73	122
0,91	106
12,44	104
85,89	83
8,116	60
51,16	30
58,8	97
127,92	12
92,64	62
100,98	86
100,113	76
48,87	81
71,40	104
119,13	111
16,69	8
13,70	46
113,40	45
23,35	4
6,3	44
70,113	113
31,125	83
124,50	99
12,76	5
95,118	47
63,79	13
125,95	6
100,70	82
15,100	41
64,59	52
1,44	92
109,71	61
70,27	52
85,31	99
37,107	91
122,68	24
123,98	101
106,33	83
46,2	69
114,122	91
59,73	1
102,1	121
48,96	57
40,94	94
110,65	35
35,32	93
66,81	108
120,45	44
79,60	86
26,9	51
73,4	64
122,116	52
92,97	70
17,13	86
57,5	41
92,90	65
95,59	108
63,13	117
57,44	2
40,47	85
36,44	30
95,57	47
47,58	101
58,44	41
46,92	7
24,27	25
3,81	41
13,20	7
9,40	70
43,53	26
88,7	37
3,45	10
87,120	103
95,26	37
72,69	7
72,99	28
73,107	118
59,42	77
12,9	72
26,107	77
33,103	48
60,91	92
50,91	64
37,48	10
2,55	41
83,73	52
5,13	108
32,126	33
121,98	60
36,124	106
57,50	126
40,111	116
75,73	51
125,120	32
86,96	38
92,22	124
127,4	54
21,10	34
102,41	31
57,106	1
47,125	121
5,81	68
97,86	123
54,116	24
10,76	32
11,10	122
88,101	50
35,59	92
117,125	33
55,96	70
104,62	112
111,35	33
77,10	115
80,126	23
85,51	58
120,55	57
103,119	96
8,92	37
114,69	8
70,103	27
47,20	105
22,125	40
123,58	60
46,97	81
91,100	63
127,59	64
123,29	40
106,105	69
32,118	40
40,91	78
69,39	14
103,41	35
102,64	51
12,91	10
28,64	42
29,36	25
23,56	109
59,123	100
32,54	128
51,90	80
37,51	68
21,9	32
124,60	104
83,60	41
92,2	59
72,113	44
85,73	82
59,106	76
78,7	4
67,84	98
109,98	42
36,39	13
6,72	96
55,70	4
2,15	59
117,2	80
126,92	117
68,124	9
57,94	53
15,93	8
57,65	64
51,124	95
114,57	78
7,100	98
31,115	62
62,12	100
10,62	26
88,27	128
58,3	42
100,25	126
61,105	20
56,76	52
3,54	40
120,19	78
113,58	52
124,111	94
47,25	47
37,15	20
43,36	105
65,58	119
59,46	3
47,26	53
73,18	13
76,114	5
51,36	68
64,44	115
108,75	56
9,69	44
24,41	89
84,61	29
31,99	33
126,15	15
111,93	86
91,107	3
95,17	15
13,30	109
112,72	11
21,107	54
103,81	126
105,71	122
111,29	82
42,52	4
64,61	21
86,47	123
10,53	20
8,106	50
70,37	83
36,19	71
27,1	9
122,2	125
71,110	88
53,63	99
31,37	82
72,95	86
49,14	24
82,16	57
12,92	121
49,74	95
119,99	107
35,127	6
17,70	14
52,57	107
9,70	53
44,109	92
109,86	43
52,114	86
72,73	48
110,76	22
124,44	95
53,91	30
43,49	123
62,9	27
0,51	90
85,6	60
50,54	99
100,60	82
44,123	90
12,123	72
11,121	113
119,18	100
118,88	85
39,71	76
2,69	52
119,121	56
29,59	103
2,70	103
46,10	79
43,13	43
119,79	126
4,45	38
89,22	68
60,66	16
0,87	67
96,90	30
47,21	2
18,82	103
31,70	74
9,94	78
42,75	45
110,105	96
59,31	125
118,75	51
60,16	44
73,15	18
125,15	69
23,59	43
62,11	120
107,85	119
121,22	33
13,24	51
34,78	67
42,21	33
12,82	83
9,50	1
37,52	1
100,81	106
114,24	86
61,26	121
110,6	67
52,93	19
83,36	107
25,117	92
41,111	121
126,124	127
115,87	90
116,42	38
78,57	54
54,66	37
95,56	126
110,77	78
107,103	97
93,28	104
91,48	17
8,73	61
50,18	26
59,34	56
12,1	56
1,81	14
69,8	111
94,27	105
97,8	81
114,7	7
64,34	63
82,81	82
70,51	124
44,110	87
7,101	109
33,22	42
12,68	103
81,13	18
81,92	72
13,22	30
18,71	93
49,100	105
116,52	58
12,95	53
56,80	17
102,19	45
47,4	46
103,5	122
38,50	73
5,68	80
122,124	23
27,2	25
104,110	103
19,64	82
69,35	74
75,84	57
1,116	36
63,34	83
42,24	100
111,112	48
33,107	28
19,2	102
25,47	79
0,47	3
85,38	68
112,76	62
79,27	32
11,77	38
53,109	123
103,83	39
90,102	62
119,124	3
30,112	128
113,41	6
85,108	2
100,71	41
86,6	58
8,81	5
48,17	52
45,17	31
57,85	45
85,66	112
120,89	52
95,32	66
27,9	64
74,19	47
104,72	106
120,106	100
125,83	83
127,106	128
49,124	106
99,31	33
115,37	128
119,5	9
106,52	119
2,84	44
47,57	76
59,105	19
105,32	60
88,35	13
96,105	46
47,24	63
24,82	63
97,53	45
95,45	2
126,12	5
35,97	69
118,62	128
94,18	117
2,38	124
41,77	76
63,9	107
121,101	77
68,66	70
56,23	67
29,104	37
3,96	78
41,30	82
114,16	36
103,59	118
16,58	94
16,123	75
23,47	92
43,52	95
0,104	52
121,31	118
12,47	3
6,115	111
42,34	35
26,56	122
88,5	15
119,34	29
49,25	90
94,113	1
108,19	78
68,95	59
17,10	21
67,65	90
74,126	59
41,99	85
106,53	83
51,84	82
43,90	7
11,78	68
48,27	90
82,58	56
19,52	42
113,16	2
53,51	93
36,112	82
77,48	115
28,65	24
51,52	40
30,56	30
65,13	115
21,39	44
99,37	17
105,2	120
97,103	23
115,13	93
9,96	54
89,112	88
15,79	68
126,120	55
110,35	92
91,83	45
83,124	20
76,20	19
9,125	8
110,24	43
52,7	40
43,101	20
105,119	9
84,98	22
86,53	40
84,50	22
101,60	85
99,36	69
38,107	78
70,110	112
106,47	47
122,46	124
53,97	103
107,12	75
25,66	117
8,65	108
99,69	45
2,76	58
2,41	33
33,96	20
21,108	68
92,38	56
40,28	92
123,113	60
74,5	12
7,94	40
78,3	88
46,36	3
18,19	111
117,11	119
35,2	33
71,58	87
24,71	76
59,99	48
113,109	36
46,114	42
108,25	35
8,72	96
4,11	128
59,51	120
21,45	1
99,19	43
11,19	123
119,86	101
45,40	33
46,23	84
5,32	64
63,20	69
26,23	26
86,70	47
63,94	120
124,114	49
7,2	125
120,59	2
110,21	73
107,66	44
21,23	63
115,67	57
28,86	108
16,103	60
38,97	41
29,83	38
66,96	21
126,27	102
26,112	125
78,59	90
64,114	24
42,92	50
99,105	123
15,103	78
62,46	4
69,47	14
21,72	60
102,124	25
31,36	58
63,73	7
48,65	87
109,18	20
50,35	81
122,95	54
21,126	24
1,19	29
51,15	4
59,75	38
103,97	32
21,19	40
53,90	108
106,68	100
110,68	82
47,116	59
24,26	52
55,45	120
8,58	100
94,117	76
102,51	68
88,56	109
72,124	124
87,41	54
119,45	9
51,110	57
90,37	34
67,13	80
21,79	111
93,23	8
126,118	85
21,48	121
71,21	105
